id,bnumber
IPR000014,b0400
IPR000014,b0619
IPR000014,b1201
IPR000014,b1285
IPR000014,b1323
IPR000014,b1341
IPR000014,b1489
IPR000014,b2067
IPR000014,b2219
IPR000014,b2869
IPR000014,b3072
IPR000014,b3210
IPR000014,b3869
IPR000014,b4125
IPR000015,b0139
IPR000015,b0532
IPR000015,b0718
IPR000015,b0940
IPR000015,b1505
IPR000015,b2109
IPR000015,b3046
IPR000015,b3144
IPR000015,b3216
IPR000015,b4317
IPR000015,b4661
IPR000021,b0018
IPR000021,b1562
IPR000021,b4412
IPR000021,b4415
IPR000021,b4428
IPR000021,b4455
IPR000032,b1198
IPR000032,b2169
IPR000032,b2383
IPR000032,b2415
IPR000032,b3206
IPR000032,b3947
IPR000045,b2972
IPR000045,b3335
IPR000049,b0041
IPR000049,b1697
IPR000056,b3386
IPR000056,b4085
IPR000056,b4301
IPR000060,b0040
IPR000060,b0314
IPR000060,b1801
IPR000064,b0227
IPR000064,b1655
IPR000064,b1708
IPR000064,b2175
IPR000073,b0349
IPR000073,b0686
IPR000073,b1009
IPR000073,b2263
IPR000073,b3353
IPR000073,b3412
IPR000086,b0099
IPR000086,b1134
IPR000086,b1759
IPR000086,b1813
IPR000086,b1865
IPR000086,b2051
IPR000086,b2251
IPR000086,b2299
IPR000086,b2467
IPR000086,b2830
IPR000086,b2889
IPR000086,b3034
IPR000086,b3397
IPR000086,b3996
IPR000089,b0115
IPR000089,b0727
IPR000089,b2904
IPR000089,b3255
IPR000092,b0421
IPR000092,b3187
IPR000109,b0709
IPR000109,b1634
IPR000109,b3496
IPR000109,b4130
IPR000119,b0440
IPR000119,b0912
IPR000119,b1712
IPR000119,b4000
IPR000121,b1702
IPR000121,b2383
IPR000121,b2416
IPR000121,b2829
IPR000121,b3947
IPR000150,b0446
IPR000150,b0766
IPR000150,b0822
IPR000150,b0844
IPR000150,b3697
IPR000150,b3826
IPR000160,b0385
IPR000160,b0834
IPR000160,b1025
IPR000160,b1285
IPR000160,b1341
IPR000160,b1489
IPR000160,b1490
IPR000160,b1522
IPR000160,b1535
IPR000160,b1785
IPR000160,b1786
IPR000160,b1794
IPR000160,b1956
IPR000160,b2067
IPR000160,b2395
IPR000160,b2503
IPR000160,b2604
IPR000160,b3252
IPR000160,b3529
IPR000182,b0234
IPR000182,b0618
IPR000182,b1066
IPR000182,b1427
IPR000182,b1448
IPR000182,b1584
IPR000182,b1932
IPR000182,b2267
IPR000182,b2434
IPR000182,b2474
IPR000182,b2584
IPR000182,b2818
IPR000182,b3156
IPR000182,b3441
IPR000182,b3459
IPR000182,b3550
IPR000182,b3790
IPR000182,b3888
IPR000182,b4012
IPR000182,b4093
IPR000182,b4127
IPR000182,b4256
IPR000182,b4307
IPR000182,b4373
IPR000183,b2838
IPR000183,b2938
IPR000184,b0177
IPR000184,b4220
IPR000189,b0211
IPR000189,b1193
IPR000189,b2558
IPR000189,b2963
IPR000189,b4392
IPR000192,b0907
IPR000192,b1680
IPR000192,b2530
IPR000192,b2810
IPR000194,b1941
IPR000194,b3732
IPR000194,b3734
IPR000194,b3783
IPR000212,b0962
IPR000212,b2820
IPR000212,b3778
IPR000212,b3813
IPR000214,b0714
IPR000214,b3635
IPR000249,b2438
IPR000249,b2439
IPR000249,b2457
IPR000249,b2462
IPR000259,b0135
IPR000259,b0137
IPR000259,b0138
IPR000259,b0141
IPR000259,b0530
IPR000259,b0533
IPR000259,b0534
IPR000259,b0719
IPR000259,b0938
IPR000259,b0941
IPR000259,b0942
IPR000259,b0943
IPR000259,b1503
IPR000259,b1504
IPR000259,b2108
IPR000259,b2111
IPR000259,b2333
IPR000259,b2334
IPR000259,b2335
IPR000259,b2339
IPR000259,b3043
IPR000259,b3142
IPR000259,b3145
IPR000259,b4314
IPR000259,b4315
IPR000259,b4318
IPR000259,b4320
IPR000277,b3008
