organism,id1,id2,neighborhood
511145,b0001,b0005,332
511145,b0001,b0003,551
511145,b0001,b0004,551
511145,b0001,b0002,551
511145,b0002,b0901,88
511145,b0002,b4153,157
511145,b0002,b2873,184
511145,b0002,b4390,106
511145,b0002,b3819,192
511145,b0002,b3947,200
511145,b0002,b3887,181
511145,b0002,b3963,47
511145,b0002,b3073,107
511145,b0002,b0740,72
511145,b0002,b2255,198
511145,b0002,b1091,172
511145,b0002,b1278,108
511145,b0002,b3829,90
511145,b0002,b0171,77
511145,b0002,b0728,67
511145,b0002,b2300,195
511145,b0002,b3059,198
511145,b0002,b2500,90
511145,b0002,b4093,58
511145,b0002,b1215,99
511145,b0002,b2942,107
511145,b0002,b0441,185
511145,b0002,b2496,105
511145,b0002,b1740,194
511145,b0002,b0784,108
511145,b0002,b0243,195
511145,b0002,b3461,84
511145,b0002,b3349,77
511145,b0002,b0199,50
511145,b0002,b0008,69
511145,b0002,b3166,193
511145,b0002,b2800,79
511145,b0002,b2890,97
511145,b0002,b0337,80
511145,b0002,b4481,64
511145,b0002,b3340,174
511145,b0002,b2020,106
511145,b0002,b0054,76
511145,b0002,b0306,174
511145,b0002,b2518,195
511145,b0002,b3612,61
511145,b0002,b4340,74
511145,b0002,b3183,155
511145,b0002,b3501,99
511145,b0002,b1020,175
511145,b0002,b1732,45
511145,b0002,b4403,87
511145,b0002,b0660,175
511145,b0002,b3244,59
511145,b0002,b1779,83
511145,b0002,b3733,159
511145,b0002,b3962,107
511145,b0002,b3772,158
511145,b0002,b3481,98
511145,b0002,b2329,197
511145,b0002,b2156,63
511145,b0002,b1813,83
511145,b0002,b3008,195
511145,b0002,b0234,95
511145,b0002,b2611,166
511145,b0002,b3389,194
511145,b0002,b3342,74
511145,b0002,b2323,192
511145,b0002,b1033,107
511145,b0002,b0408,63
511145,b0002,b3916,92
511145,b0002,b2743,177
511145,b0002,b2779,92
511145,b0002,b0154,60
511145,b0002,b0788,172
511145,b0002,b3376,74
511145,b0002,b3234,79
511145,b0002,b3168,196
511145,b0002,b1807,196
511145,b0002,b1487,97
511145,b0002,b0268,182
511145,b0002,b2908,97
511145,b0002,b2312,195
511145,b0002,b2667,99
511145,b0002,b3771,192
511145,b0002,b2414,59
511145,b0002,b3041,192
511145,b0002,b1856,59
511145,b0002,b2551,194
511145,b0002,b0074,195
511145,b0002,b2024,195
511145,b0002,b0092,99
511145,b0002,b0440,80
511145,b0002,b0918,177
511145,b0002,b3299,61
511145,b0002,b2385,97
511145,b0002,b2905,166
511145,b0002,b4244,49
511145,b0002,b0911,192
511145,b0002,b0909,60
511145,b0002,b3467,192
511145,b0002,b3030,97
511145,b0002,b2780,172
511145,b0002,b0989,76
511145,b0002,b3057,104
511145,b0002,b1098,100
511145,b0002,b3611,43
511145,b0002,b3162,47
511145,b0002,b3384,156
511145,b0002,b0048,107
511145,b0002,b3117,158
511145,b0002,b2938,51
511145,b0002,b2765,194
511145,b0002,b1185,77
511145,b0002,b2268,193
511145,b0002,b1266,197
511145,b0002,b2599,250
511145,b0002,b1727,155
511145,b0002,b4256,58
511145,b0002,b0470,193
511145,b0002,b1095,192
511145,b0002,b1087,173
511145,b0002,b2951,197
511145,b0002,b2557,261
511145,b0002,b3640,177
511145,b0002,b1860,102
511145,b0002,b2564,197
511145,b0002,b0082,60
511145,b0002,b4065,72
511145,b0002,b3281,191
511145,b0002,b0121,60
511145,b0002,b0888,197
511145,b0002,b4085,88
511145,b0002,b2415,108
511145,b0002,b2662,105
511145,b0002,b2061,86
511145,b0002,b3736,84
511145,b0002,b2891,194
511145,b0002,b3351,88
511145,b0002,b2870,162
511145,b0002,b2022,84
511145,b0002,b3650,63
511145,b0002,b1211,198
511145,b0002,b1055,45
511145,b0002,b1101,66
511145,b0002,b1415,53
511145,b0002,b0407,66
511145,b0002,b3185,194
511145,b0002,b2575,55
511145,b0002,b1344,162
511145,b0002,b2675,107
511145,b0002,b2986,100
511145,b0002,b2114,196
511145,b0002,b0674,194
511145,b0002,b0025,198
511145,b0002,b2923,57
511145,b0002,b4122,194
511145,b0002,b3775,185
511145,b0002,b0708,172
511145,b0002,b0134,97
511145,b0002,b3823,48
511145,b0002,b2508,45
511145,b0002,b2296,107
511145,b0002,b0185,193
511145,b0002,b0088,198
511145,b0002,b0180,110
511145,b0002,b3500,107
511145,b0002,b1525,53
511145,b0002,b3827,60
511145,b0002,b0726,95
511145,b0002,b3230,99
511145,b0002,b0650,62
511145,b0002,b1692,191
511145,b0002,b1337,107
511145,b0002,b3386,88
511145,b0002,b0260,63
511145,b0002,b2344,192
511145,b0002,b1054,107
511145,b0002,b0388,162
511145,b0002,b3167,181
511145,b0002,b2025,164
511145,b0002,b3170,192
511145,b0002,b3972,175
511145,b0002,b0908,197
511145,b0002,b3034,102
511145,b0002,b1183,57
511145,b0002,b4139,63
511145,b0002,b2434,95
511145,b0002,b3165,195
511145,b0002,b3870,54
511145,b0002,b4572,62
511145,b0002,b0006,162
